username,comment/reply,time,likes,isReply,stance
@meli1421,"LOL I got this notification while practicing and was suddenly reminded how many naturally gifted
and hardworking musicians there are. I'm still trying to find a nice work ethic myself but it seems I burn out a lot😂",1 year ago,5,False,Pro
@mindripperful,"Your friend analogy at 2:30 lacks a complete picture.
What was her sleep pattern
What was her exercise routine
What was her dietary intake
And did she practice any meditation to enhance neural plasticity
There 4 factors have been proven scientifically to be Major contributors for learning and memory consolidation 
If all she did was stress while studying eating trash food while not getting any fresh air then she sounds like a burnout",1 year ago,1,False,Neutral
@erigor11,"And yet, Toji obliterated him - who only survived out of plot convenience -.

That's similar to real life. ""Talent vs. hard work"" is kind of absurd, as both of them are not isolated terms. You can get what people calls ""talent"" if you work in a specific way, trying to acquire such talent. You can ""learn"" how to be talented. Part of what people calls ""talent"" is genetic. Just some part. Other part is highly environmentally dependant. And, even the genetic part, isn't completely impossible to modify - epigenetics -.  

There are also a myriad of other factors coming into play: free time, money to spend, psychological health, emotional engagement, social pressure, motivation, nutrition, and a big etc.

So yeah; the correct scope is to try to better yourself. That will always be fruitful, no matter the situation.",1 year ago,3,True,Neutral
@tejiriamrasa3258, @erigor11  Yoy think Toji is based on hardwork alone. Heavenly restriction  means zero curse energy in exchange for impossible human stats so he is talented as well.,1 year ago,1,True,Pro
@erigor11," @tejiriamrasa3258  Again, the point is that ""hardwork vs. talent"" is mostly an absurd dilemma. 

Of course Toji was gifted - a more appropiate term in this case than ""talented"" -. The point is that the supposedly biggest genius by far who could literally destroy humanity as a whole if he wanted because his powers are utterly absurd due to him being more talented and gifted than anyone else... got destroyed by a guy without magic (and being able to use magic is mainly how characters value ""talent"" in their context).

Reality is multifactorial and way more complex than an extremely minimalist ""hardwork vs. talent"".",1 year ago,1,True,Contra
@UnknownCartoonEditor," @tejiriamrasa3258  It's definitely not bimodal. It's explained in roughly the fifth episode (edit: of the flashback arc) that Toji had to train a lot to get his ability to be useful to him. It's literally what this video is talking about, output of your craft = hard work x talent x process.",1 year ago,0,True,Pro
@UnknownCartoonEditor,"Gojo has his own gift, but the absurd OPness he has came from his ability to improve his gifts (aka processes). He literally fails at using Reversal Red during the flashback arc, showing that he had to grow and sharpen those gifts he was born with and wasn't naturally optimized to use them from the get-go. Also, in episode 6 Gojo himself even states that other emerging sorcerers will most likely be on par with him in the future. Besides just that, practically all Jujutsu Sorcerers are born with their own unique gifts, just like all people in real life have their own gift. The lesson is to find what the right processes are for you and then learn how to optimize them (like Justin Sung says in this video).",1 year ago,0,True,Pro
@joannkim6143, @eleonorabrajkovska604  I think you can train IQ in some sense but you are born with what you are born with. I think you can be less ignorant but increasing your working memory and reasoning skills can only be trained so much.,1 year ago,0,True,Pro
@vector-mu2pb,"Iq can be trained but there is a certain limit, u cannot beat who have very good iq inherently. So, the optimistic approach should be to reach your best.(your best might not be the real best).",1 year ago,3,True,Contra
@TheRedemptionRain,So what happened when talent does work hard? Good luck competing. I know what he’s saying and it makes perfect sense because I struggled hard even with hardwork but learned to optimize my study strategies is what helped me achieve my goals without killing myself,1 year ago,6,True,Pro
@Golden2Talon,"People never talk about the most obvious sport regarding that topic: bodybuilding. With my thin body, no steroids, nutrition and sport will ever make me win vs ronnie coleman. You can SEE why. Its the same thing where the competition is about cognitive skills like math, with the difference that you cant see it.",1 year ago,0,True,Contra
@htchamber2776, @Golden2Talon  right but Ronnie Colman isn’t an example to use here he had talent AND work ethic my point still remains hard work beats talent when talent doesn’t work,1 year ago,0,True,Pro
@htchamber2776," @TheRedemptionRain  that’s the thing talent often doesn’t work hard because there so used to relying on their gifts they developed during their youth, they never put energy into learning fundamentals or building strong work ethic, not a difficult concept to understand, we all know someone who had genius level talent but zero work ethic to match.

But yes if your talented AND you have strong work ethic then yes you will beat someone who doesn’t have talent not that hard a concept to understand",1 year ago,0,True,Pro
@TheRedemptionRain, @htchamber2776  Proof? Where do you see that talent “often” does not work hard? You and I have no proof of that. A talented person can easily put in an extra 10% effort and kick your ass because you’ve already spent 80% of effort trying to get at their lvl. There are so many variables and factors that leads to success and acting like hardwork is enough is Disney nonsense.,1 year ago,0,True,Pro
@TheRedemptionRain, @htchamber2776  Also define what “strong” work ethic is. Again a talented person can put in half the effort vs you putting in 100% effort and lose. You’re not proving anything and when you’re not talented and all you have is your work ethic it’s still a shot in the dark to achieve success,1 year ago,0,True,Pro
@JashJhaveri, @JustinSung  fosho!,1 year ago,0,True,Pro
@danninx-rf, @JustinSung  this was oddly motivating,1 year ago,0,True,Pro
@jasonm7684,Thats because the mental resistance to burning out is a talent as well. Thats the funny part nobody gets. The ability to stay focused without burning out is a talent. Get it? Theres some people who just have this innate ability to work for long periods of time with little or no reward and their brain doesn't burn out.,1 year ago,0,True,Pro
@aceshigh5157,"i wonder if this is my core problem. i've always been a ""hard worker"", but i never zoomed out and focused on understanding the big picture and what technique/method to use. my parents spent my entire life discouraging my interests, likes etc. and telling me that i was stupid. some people really shouldn't be parents...",1 year ago,5,False,Neutral
@trunglethe9299,Yeah I agree with this video. It was still ridiculous why artists advise beginners to practice a whole lot and people still believe they're right. As an art student I felt that advice is vague.,1 year ago,9,False,Pro
@VergilEdits,I'm and Iranian and iranians in general are not good at learning a new language but i was good at it. I see people genuinely work hard but i still get better grades and i barely study,1 year ago,2,False,Pro
@gr8b8m85,"If hard work was all it took, laborers would be millionaires.",1 year ago,4,False,Contra
@theboredreaper5902,"Even if you are not talented, if you are obsessed no matter how much talent works the one that is obsessed will eventually beat the one that is hard working and talented",5 months ago,1,False,Pro
@safiulfaiyaz7038,"Guys read the talent code, it talks about everything relating to this talent vs H/W ballad.
Essentially the harder you work at something the more talented you become at it because of myelin formation which eases electrical conductivity of impulses that govers the action, it is like oiling up gears that makes the machine work faster & the more the machine works the more the gears get oiled.",1 year ago,9,False,Pro
@Alexxxxxxxxxxxxxx09,"0:10: 📚 Hard work rarely beats talent, but there are ways to find the missing ingredient.
2:53: 💡 Hard work can be futile and cause stress and anxiety, leading to self-doubt.
6:01: 💪 Effort is important, but it's more about using the right methods and optimizing them.
8:55: ! Kobe Bryant's dedication to practice and hard work made him one of the greatest NBA players of all time.
12:29: 💪 Success equals hard work times talent times your processes, and talent is simply the natural ability to intuitively use more optimal processes.
Recap by Tammy AI",1 year ago,4,False,Pro
@AdamGeest,"Why the multiplicative integration of three factors? I feel like the net result is less sensitive to slight variations in process, talent, and hard work. Especially given his definition of process in terms of talent. We really just have two variables here: hard work and talent — defined as the innate capacity to deploy process adaptively. More likely a combination of hard work plus(+) talent so defined.",1 year ago,2,False,Pro
@cassiuslives4807,"Only work, works... but efficiency is a multiplier.  It's not about ""talent"", it's about how efficient the learning or study method employed is... and if the learner is trying to brute force an inefficient study method.",1 year ago,2,False,Pro
@LucasDimoveo,"More than a decade ago I dropped out of undergraduate engineering. I worked so hard in those three semesters, and I bombed out so hard. I was one of those students from an underprivileged background who only knew how to work hard. 

Unfortunately working hard and failing has consequences. Your boy has been making minimum wage since 2014 😬",1 year ago,30,False,Contra
@calculate.,A fact is to identify you talent then work smart and hard on it. Also you have to have a passion in what you do!,1 year ago,2,False,Pro
@tears_falling,"as someone who doesn't believe in talent, this is going to be an interesting video to watch",1 year ago,42,False,Pro
@GoodLifeTalkss,Awesome Justin!  love this message.,1 month ago,0,False,Pro
@Viper4ever05,"The amount of studying I did in college was pretty minimal due to actually working the entire time there but I still managed to graduate with a 3.19 GPA. Some courses were just extremely easy for me because I had a natural talent for those subjects so studying was more just light reviewing. I put most of my efforts into studying heavy math based courses and it was a fucking struggle, but I did figure out constant repetition was the only way my brain figured things out. It's funny things actually start to click for me months later after the class is already over. Guess my brain is just slow to process certain information.",1 year ago,4,False,Pro
@hmm2532,i am glad that people are thinking out of box and breaking these myths and quotes for motivational purposes one needs to be practical and understand some things that are not possible,1 year ago,0,False,Neutral
@timbomb374,"One thing I learned only when i got to 30 is that doing something that is easy for you is so much better than struggling to do something ""interesting"". You won't have that young person energy forever.

And just because something seems easy to you doesn't mean it's not something valuable and impressive. Don't let imposter syndrome hold you back from doing great things.",1 year ago,3,False,Pro
@westcoastkidd17,"I work in sales and I'm not the most naturally charismatic person, so I believed only effort would enable me to overcome my weaknesses. However, I have learned that effort doesn't lead to effectiveness in my field as well. There's a baseline level of effort that's required, but for the most part, it's all skill-based. The skill in my work is the ability to have excellent conversations. I have tried the method of just making more calls and getting more people on the phone, but my conversations remained stale and often led to zero results. This led me to really take my work seriously and actually practice the art of conversation by doing more role-plays and doing things outside of work that increased my charisma and self-confidence. After some time, I finally crossed the median level threshold of expectations and am trying to find different ways to be more effective.",1 year ago,0,False,Pro
@xxxx-rn3yu,"It's very hard to extrapolate physical neurology to the actual psychological method with which we approach. Yes it is much easier once plasticity adapts an action for us to expend less energy, thus focus on learning something else, but it's only a very small part of the picture for using both optimal processes and adapting your psychology",1 year ago,1,True,Neutral
@safiulfaiyaz7038, @xxxx-rn3yu  There is always a bigger picture I guess.,1 year ago,1,True,Pro
@-Ice_Cold-,Smart work,1 year ago,0,True,Pro
@-Ice_Cold-, @JustinSung  Toxic is very accurate definition of ''hard work'' and success,1 year ago,1,True,Pro
@timdrum3517," @LucasDimoveo  The same here. I do nothing at all anymore. Cleaning, cooking and go for a walk. I was a drummer. Lost the motivation. It was a long, hard journey with a little bit of fun but I don't like it anymore.",6 months ago,0,True,Contra
@MichaeI48,I think he's gonna talk about something like how hard work means nothing if technique/execution isn't right.,1 year ago,35,True,Contra
@pouet4608,"You have to work. Believing onlybin talent is dangerous . But if you work, you have to do work that makes things happen not work for work.",1 year ago,5,True,Pro
@ervus3289,"I thought the same, but... 

Knowing his opinions, he will probably say sth like: hard work won't beat talent, but intelligent work will.",1 year ago,3,True,Pro
@angellover02171,I have to agree that talent doesn't exist. It's just hard practice from a young age with help from someone with more experience.,1 year ago,6,True,Pro
@mahdi7d1rostami," @angellover02171  Considering that there is genetic differences in physical performance that determines who can be a good performer in a specific activity, I don't see why wouldn't there be one for thought work. Although that might be a fallacious argument (comparing two things without first establishing their relation).",1 year ago,2,True,Neutral
@TRIQx1,How could you not believe in talent? Just look at Mike Tyson how gifted he was from a young age lmao.,1 year ago,3,True,Contra
@szymonbaranowski8184,"​ @angellover02171 lots of people with luck will go farther with minimal practice lol 
with worse teachers your practice will be a joke later on",1 year ago,0,True,Contra
@Golden2Talon,"I also didnt believe in talent when I read Peak from Anders Ericsson. But after going to university, its bullshit lol.",1 year ago,0,True,Contra
@angellover02171,"@mahdirostami7034  We aren't talking about physical ability here. People who get the most out of learning. I noticed most of my friends who were smart had teachers for parents. Where I live, teachers have to get a bachelor and have to work towards getting a masters degree after 2 years.  So by the time my friends were born, most of their parents had at least one masters decree in teaching. So, of course, that would help with learning at an early age. Most people I know who could sing, dance, or act started taking classes in preschool, or their parents could do the same. 

For professional examples, Whitney Houston's mom was a backup singer for Aretha and other r&b singers at the time. She was trained to sing at a young age by one of the best singers. She practiced at school and church choir, and she did cabaret.  Mariah Carey's mom was an opera singer and vocal coach. 

Someone else mentioned luck, but most of the so called lucky people got ahead from having a good social network.",1 year ago,2,True,Neutral
@syrsonmcjenson,"actually dead studying doesnt work, if possible try practice question, it might better than just reading thru material",1 year ago,0,True,Pro
@Viper4ever05," @syrsonmcjenson  Absolutely agree, while i was there I participated in a experimental course where we basically had to sit in front of a computer and take this computer based math course. It played a video teaching you a specific topic then bombarded you with questions and it would not give you points until you fully understood the module. If it noticed any sign of struggle it would keep giving you the same type of problem until you could answer it correctly a few times. That was the first time I've ever gotten an A in a math course because of the forced repetition.",1 year ago,1,True,Pro
@-Ice_Cold-,"You need to do what brings you pleasure, and not when you do something through force",1 year ago,1,True,Neutral
@TheThreatenedSwan,"It's basically personality+intelligence, and intelligence matters waaaay more than grit.",1 year ago,3,False,Contra
@fxsez2598,"Im a psych major, maybe this helps.
Theres a particular model in psychology that discusses this phenomenon. 
1) hard work at first leads to a higher probability to have interest in somethingg
2) at first, if you have talent you will achieve success more easily and with less effort
3) the further you progress in your field of expertise, the more factors like e.g motivation, volition etc gain importance.

Overall, theres certain fields of expertise that require a certain amount of talent (e.g logical thinking, motor skills etc). In fields that require at least a minimum of talent in tthose areas, its probable that you wont achieve the same success or expertise as someone with those talents. But more important than talent is directed practice (this has its limit too), high performance motivation and resilience.

I hope this helps, english isnt my first language",1 year ago,1,False,Neutral
@darkforcekiller,"The problem lies within the word ""work"" itself.
We usually refer to work as something we dont really want to do but have to ""endure"" in order to gain something (money, status). But people who show natural passion towards a subject/hobby do not see work (or better: effort) as something they have to ""endure"". They are emotionally connected to the subject and are thus passionate by default.

Also, i think its naive to treat practise/studying as something purely quantitative. The quality and what youre actually doing while studying/practising matters a lot. If you play an instrument, it might be more wise to spend 1 hour focused on a narrow problem rather than 3 hours of just fooling around. Thats why everyone has that one friend who plays the guitar for 10 years but who still sounds kind of amateurish. 

However, i definitely think everyone of us has some natural inclinations (wherever theyre from, internal/external) towards certain subjects. Though the sad thing is that capitalism doesnt really give a crap about peoples personal passions. Capitalism wants as many qualified people as possible in the most profitable and promising areas (engineering, computer science, accounting). Thus, i think a lot of modern students are actually being kind of ""manipulated"" and forced into those subjects while still being too young to actually assess their personal gifts. (They might have the intellectual capabilities to be engineers/software developers/accountants, but the question is do they really enjoy being that or are they just mostly doing it for the monetary gain?)
Because we should not forget: At the end of the day the paycheck you receive says very little about your subjective happiness.",1 year ago,4,False,Neutral
@CDeeez94,This is so spot on. Thank you for putting this out there 🙏,1 year ago,0,False,Pro
@FakeAndTrolled,"""Hard work beats talent ONLY when talent doesn't work hard, but when talent also works hard, you're screwed.""",1 year ago,3,False,Contra
@Duane-tl2zc,"Depends on what kind of ""hard work"" and what one is ""talented"" at. Working hard at a task that's not enjoyable can be counter productive. I feel talent usually shines when one enjoys the task at hand",1 year ago,2,False,Contra
@glyphøiddd,"I think hard work leads to talent. I haven't ever been instinctively good at anything. But if I concentrate on anything long enough it becomes second nature after a bit.
I don't disagree.",1 year ago,3,False,Pro
@Stoic_Persistence,"You have power over your mind- not outside events. Realize this, and you will find strength. 
Marcus Aurelius
Work smart and hard. Persist and resist with your goal and determination",1 year ago,1,False,Pro
@donttrendonme,"“Hard work doesn’t beat talent when talent works hard.” -Phil Heath, professional bodybuilder",1 year ago,3,False,Neutral
@EpochUnlocked,"Hard Work just means Acquired Aptitude.
Talent means Natural Aptitude. 

Natural vs Acquired 
It comes down to intelligence and determination. 
Most people aren't making the correct argument.",1 year ago,1,False,Pro
@khaosmue2114,"The controversy is not about “hardwork vs talent”, 

but rather “hard work with talent vs hardwork without talent”

Because hardwork with talent always beats hardwork without talent, but talent is rare, and a minority. then comes the question, where does the rest of us belong? 

If we only seek and reward talented hardworking people, then what is the fate of the rest of the normal hardworking people? 

Are they condemned to be average for life?",1 year ago,3,False,Contra
@AndrewScott1337,"@3:37 this was my experience learning math in primary school. I struggled to keep up, even while attending a tutor multiple times a week. I could brute force my way through precalculus and statistics, but I didn't learn or master any concepts. Then, 4 years later I went back to school for my bachelor's and was able to cruise through stat and calculus with no problem, using what felt like less effort. My primary school math classes emphasized the ""hard work"" mantra, quantity over quality. The goal was always to crank out as many tests and worksheets as possible while trying to cram as much information down our throats as possible. Just when I was getting a grip on things the class would have to move on to the next subject. The entire system felt like it was designed to create busywork and tick boxes, whereas in college I had 2 three hour lectures a week with a competent professor and had plenty of time to sit with concepts and play with them until I had a real understanding. Not having to crank out repetitive paperwork each night for my high school math classes made me enjoy math and learn it faster.",1 year ago,0,False,Neutral
@CliffCutts,"anyone who has competed in the college level sports or above feels this deeply. Once you've reached the level where everyone around you is legit, hardwork doesn't matter anymore, talent shines brightly, and talent will more easily work at your ""hard"" level...",1 year ago,7,False,Contra
@harishkumar929,"to all those who say hardwork is better ..i personally had studied 6 months very hard sleeping 6 hrs per day and studying the whole time and in exam i failed though exam is hard clearly my friends who worked less than me were better than be i found him watched many videos in youtube and corrected my mistake i wont say i became genius but still i found somuch of improvement on myself ...
now slowly am catching all my fellow mates who were more good at studies than me ..
i dont have money to purchase his course anyways his youtube video itself worth of somuch money which he provides for free 
before judging him with title watch his couple of videos .. thanks",1 year ago,3,False,Neutral
@kidgaminggaming5731,THIS IS THE NAIL,1 year ago,0,True,Pro
@friedchicken8440,PEDs> Talent and Hard work,1 year ago,0,True,Contra
@HexxuSz,If you know what average means yes xd most people will always be average by definition,1 year ago,0,True,Neutral
@arihaviv8510,"Of course there are connections. You create and read sentences and paragraphs with the vocabulary, not just try to remember the definitions",1 year ago,0,True,Neutral
@arihaviv8510,"What you need is to go through a language primer. The first lesson gives you a list of basic vocabulary words, some grammar then there's a reading passage that's based only on those words, plus exercises that have you translate sentences based on those words. The next lesson introduces new words and grammar rules and the exercises are based on the new words plus the words you learned before... every lesson builds up",1 year ago,0,True,Neutral
@lymphomasurvive,"Most people are average in most things.  At best, we can become above average in some things and maybe master something.",1 year ago,0,True,Pro
@chibaby800,"I think that was what always happened to me. Usually in junior school and at the start of certain programs, I usually start off doing well and topping most of the class. It suddenly always switches towards the end of the program and I think that’s the point where you start to see effect of hardwork + skill/smartness with tackling a lot of work",1 year ago,1,False,Pro
@jademcl4727,"This made me think of how I made it through my last year of school. My gpa was 1.4 and i brought it up to 3.5  in like 1 month bc I studied for the first time and aced my final exams, even though literally all of my teachers were like ""you're fucked pal lol"" ..... made me kind of regret not pairing hard work with talent for those last few years even though it worked out in the end and I got to rub their noses in it 😅",1 year ago,12,False,Pro
@ArunAbrahamKY,"Anders Ericsson, the expert on experts in his last book pointed out that most other people who read his work about the 10,000 hour rule misunderstood him. Such as said by maclom glad well in outlairs or Talent code by Daneil Cole. 

it irritate him enough to write a book about it in is last book before he died ""peak"". Experts have better ""mental models"" and engage in ""delberate practise"". In is own work that most other authors are willfully blind, there are several people he noted in his samples who had significantly more than 10,000 hours who would still be classified or even as still beginners. 

I'll admit to be being lazy, and compensated with long hours instead of intelligent work. Very guilty of over use of flashcards, which were game changing at high school level, but became pretty much useless beyond that level, if everyone else uses flashcards as well it no longer becomes a competitive advantage. 

I've taken your course for a while, still stuck in old habits, that I'm still trying to unlearn, but I've found your approach a definitely light house. I wasn't even sure how to even sharpen the ax. You've given me hope.

Your very underrated.",1 year ago,2,False,Neutral
@mmariokart231,Oh man! That comment on quick definition of talent is one of the best I’ve ever heard! Big lightbulb moment on that one! Makes it real but not some ethereal power that disqualifies those without as much of it.,1 year ago,0,False,Pro
@Shlrine,"I think the most important thing people need to realize. Yes, realize, because it's so simple, it's out there.

Talent INCLUDES HARD WORK

Yes, people seems to always think that ""hard work and talent is equally required"" or ""Yes, you can have talent but you still need to work hard"". However, the truth is that: TALENT ONLY COMES WITH ENOUGH WORK OF SMART, which means people purely become genius through their training, and through their self improvement. Some has it at birth, some trained in early ages, whatever the reasons is, talent always come by hard work, not separated.",1 year ago,4,False,Pro
@walkhi3363,"Very Interesting, I always hated the fixed mindset and dejected every time it was uttered but this overhauls the idea of the growth mindset, Thank you Justin.",1 year ago,0,False,Pro
@SarahNakada-ge7wc,"There is two kinds of people, the ones who think they fail for not doing enough work, and the ones who fail because they spend all their time thinking on the perfect way to do something and never did.",1 year ago,4,False,Neutral
@yimlangerbjamir2419,"I agree with your perspective that hardwork alone can't beat talent, it must consist of a small talent and a massive hard work.",1 year ago,0,False,Contra
@josephwillyyose3443,Talent is everything with hard work. Hard work is nothing without talent.,6 months ago,2,False,Contra
@zaidouardi7901,"No one has talent, someone just gets interested in some subject and he follows his interest watching videos and books, even imagining stuff because he is just loves the topic.
I agree working hard does'nt need to be accompanied with exhaustion, but the problem i wanna make is that a man with ""talent"" just imagines and relates what the lecturer saying to his imagination. Some people call this intuition.",1 year ago,1,False,Contra
@angelbracero4053,Guided hard work will sharpen up and build up your skills set.,1 year ago,1,False,Pro
@neilrichardson7454,"Thank you for saying this. I'm from a race of people who continue to be told, ""you can do anything, be good at anything and become successful by working hard"". This is such a lie and collectively as a race of people, we continue to stay at the bottom of every positive measurable statistic. I wish there was a way to make this viral. Especially for people who look like me 😊.

Btw, I'm black.",1 year ago,5,False,Contra
@ishathakor,"not a studying thing but like in voice, hard work definitely doesn't beat talent lol. all the ""naturally gifted"" people are like freaking barbra streisand and can belt out ballads no problem as teenagers with no instruction and the rest of us have to work our asses off to be able to sustain a note that's right in the middle of our range for more than like 2 seconds.",1 year ago,2,False,Contra
@catyfelius,"Hard work and effort needs to be with patience, self care, and learning from your mistakes in order to actually work.",this month,0,False,Neutral
@TheBruceKeller,"My problem is I was considered gifted when I was a kid and was able to pick up most K-12 subjects very quickly, so I didn't learn to work hard to be prepared for things that required actual deep work to fully grasp or accomplish. Wish I had been a little more average but had great work ethic instilled in me to compensate; or at least had parents that recognized the curse that talent could bring if they didn't use the right strategies to ensure I still had grit. Would very likely be much more successful in multiple areas right now.",1 year ago,4,False,Contra
@westcoastkidd17,"Hey Justin, I really like your advice here. I'm a self-proclaimed ""hard-working"" type with an ego that surpasses my IQ. I often overestimated my learning abilities, so I mostly rushed through my studies and mistakenly believed I understood the material enough to ace an exam or ""speak the language"" of a topic. In reality, I only had a surface-level knowledge of the material and received mediocre grades. I wish I could've seen the value in slowing down and working smarter in order to truly understand the fundamentals of a topic and learn to optimize a process that leads to maximal efficiency. So, I really resonated with your solution #1 of pulling-back or as I like to call it -- Slow Down. 

Hard Work is really really overrated in most disciplines if the techniques you're using is sub-optimal.",1 year ago,0,False,Pro
@alyxrjames322,There is no way this is possible even if you took all AP classes during your last year and aced each one. It's called grade point average for a reason.,1 year ago,0,True,Contra
@jademcl4727,"@alyxrjames322  I never said I took AP classes 🤷 I didn't go to school in America either
My point is that actually trying for once worked and I should have just done that all along",1 year ago,1,True,Pro
@jasonm7684,"This is because we live in a meritocracy, where we feel justified worshiping people who 'work hard' and therefore merit praise and attention. The meritocracy stems fundamentally from the idea that the brain is like a blank slate that you can, through hard work and practice, imbue/instill/fill with talent and skill. The reality is that the brain is not totally a blank slate and not totally a genetic treasure trove of talent and skill. The reality is that we are genetically gifted with certain mental abilities and it makes certain tasks that society values easier to achieve than others. The problem is that society tends to value certain traits that certain races seem to have more of than others. For example, our school system merits you grades based on your ability to generally memorize facts and keep attention on things that are generally boring and pointless(think things like history class). To those of us who have these two key mental abilities more so than others, we succeed heavily. In black peoples case, it may be that you all lack that ability and thus are not able to compete on the level that the meritocracy requires. Societies response to this is to tell you to 'work harder' but the reality is you could work just as hard as your peers or twice as hard and still only achieve a percentage of what they do. Another point to make is; does 'working hard' have a genetic competent to it? This is important because if the ability to work hard is even partially innate, telling people to work hard is the equivilant of telling a 5'7 guy to dunk on this 6'5 power forward. Sure, it could happen but most likely won't for most people.   Read a book called the bell curve it goes into mental ability and race.",1 year ago,1,True,Contra
@jasonm7684,"So true, ppl just dont get how big of a difference talent makes. Singing is something that always came so easy for me. Its not even funny. Music is especially obvious where talent comes into play so is sports. The problem is that there are invisible talents that society hasn't recognized yet, such as the ability to memorize,ability to focus for extended periods of time on boring shit and the ability to work hard. Thats why there are so many people who think hard work beats talent because they dont think hard work is a talent in the first place and use their ability to work hard to match someone with talent.",1 year ago,0,True,Contra
@dreamy_dawn_0,🤫😶,1 year ago,0,True,Pro
@-Ice_Cold-,"Hard work means nothing, dude",1 year ago,0,True,Contra
@TheBruceKeller," @-Ice_Cold-  It means nothing by itself, but coupled with a sound strategy, it most certainly is the difference between the people that have wild success and those that are doing just okay.",1 year ago,1,True,Pro
@SimGunther,"Working smarter and taking ownership of your destiny before working hard is a recipe for success.

That's why ""paying your dues"" only works if you're gonna stay where you're at for a long time. Don't work ""below the line"" for 30 years expecting your company to ""see value"" in you when you should just learn all the skills it takes to be ""above the line"" now and take positions that are ""above the line"".",1 year ago,3,False,Pro
@coolbian513,"great video, let me summarize, work to be effective, not just mindless hard work where your hard work can eventually be a detriment to you.",1 year ago,0,False,Neutral
@eurofam7475,"“Without hard work there wouldn’t be any talent.” -myself (maybe) 

I will say this though some people can grasp things a lot faster than others but you could eventually catch-up to their level if you try and train effectively. Not mindlessly.",1 year ago,1,False,Pro
@sudharshantheproductivityg8908,How can you know you have the talent for something.,1 year ago,3,False,Neutral
@MiloSatori,"I’m musically talented by nature, in elementary I learned to play guitar in three weeks and discovered odd time signatures without any help. My teacher moved me to advanced and had me tuning the guitars of the rest of the class

Now I can play any instrument and draw sound sculptures in Logic Pro, my talent evolved and became sharper. 

I never put any effort into anything and let things for the last minute, that teacher called me “mediocre virtuoso”. 🤷🏻

My best friend is naturally gifted for painting, he observes a picture, memorize it and draw it without any problems. 

I met a girl who can immediately make mathematical operations with large numbers without a calculator, she’s gifted for math",11 months ago,1,False,Contra
@DarkCebolix,"Hey Justin, whatsup. Loved the video and if I may leave a suggestion, I think a nice video you could create to illustrate how ""talented"" people are just people that are good in finding optimal ways to get better in something is to do a video about Amarillo  Slim. If you don't know his history, well... you should! lol. 

The man simply was the best in everything he's ever put his effort on. He decided he would be the best  pool player in the scenario of his time? he did it. (playing with a broomstick... yes... really.) 

And then he thought... maybe I could be the world poker champion? well... again... he won the WSOP. And so forth.

Again, great video.",1 year ago,0,False,Pro
@househomie6128,"Your video has made me feel seen. I am one of those underprivileged students who failed brutally in my sophmore year of college, I was studying Actuarial Science. Yet, I did all I could to study and none of it worked.",1 year ago,0,False,Contra
@GretgorPooper,"I remember this one prissy teacher's pet back in high school who hated my guts for being a lazy weirdo but still getting better grades than her. My sister was friends with her and found out she basically burned herself out all the time on flash cards and all that jazz, as if she had to prove something to the world. I kinda feel sorry for her in retrospect.

The reason why I got good grades is because my ""method"" of studying, so to speak, was to simply take some time reflecting on everything I learned up to that point every time I returned from school. I just spent some time thinking about the concepts and explaining them to myself in my brain, and even tried to see where those concepts came up on previously learned stuff. I did that for about 20 minutes a day, then I just spent the rest of the day playing videogames and watching TV. Then, at random times in the day, I'd feel the urge to do it again ""just to make sure"", and spent 20 more minutes, before returning to my videogames.",1 year ago,0,False,Neutral
@gustavalbericchidurocher9764,"An example I like giving is: how hard it is to teach division to a kid that doesn't know how to sum?
How hard it is to learn to feint without knowing how to conduct the ball?
Whenever you get up on the ladder, knowledge won't be that pyramidal (dependant on two lower boxes that maybe depended on 4 others) but interdisciplinar, connecting many sh¡t to many sh¡t (I believe we get a lot wrong about IQ here, because here a high one can actually mean worsening a performance);
Here, at such a high level (that can be a masters degree, like his example) I think there are two reasons why some people seem much more talented than others: 1 they know all the interconnected knowledge bases comprehended on the new presented subject 2 they are used to concatenate (not necessarily them, but different knowledge bases), so it's not an overwhelming task to his/her brain.",1 year ago,0,False,Pro
@percubit10,It's working smart that pays off not hard work.,1 year ago,1,False,Contra
@Gwenburr,Connections beat talent,1 year ago,2,False,Contra
@Seoulmoonrhee,"You may have talent, and you may have worked hard, but nothing can change things for you if Fate decides otherwise.",1 year ago,1,False,Contra
@BubacarrSillah-c8u,Smart hard work beat talent. You don't need  only hard work but you need to work smart,5 months ago,1,False,Pro
@smustipher,"One can develop talent via hard work, but after a certai ppiny, it's best to learn to distinguish between the two and learn when to apply which one.  I used tonwork 60 - 80 hour works weeks, and had more than one mental breakdown as a result, resulting in losing the jobs I was working so ""hard"" on. Now I am in middle age and my HEALTH COMES FIRST.  If that means working a half day or even taking a day off (I am a consultant and thus have the freedom to do this), I will do it in a heartbeat.",1 year ago,0,False,Neutral
@sullivanlucier-benson9020,"Everyone's concept of hard work is usually different. Not to mention, one of the biggest reasons ppl who have talent even exist is because they worked harder than most ppl for longer, just to attain it 👍",1 year ago,1,False,Pro
